S.No.,Lane,Type,Entry,Exit,Time
718,1,3,4798.62,4804.37,5.75
719,1,2,4800.99,4805.48,4.49
720,1,3,4808.34,4817.06,8.72
721,1,3,4812.85,4817.06,4.21
722,1,2,4816.42,4823.48,7.06
723,1,4,4818.46,4826.88,8.42
724,1,2,4823.48,4830.99,7.51
725,1,1,4834.79,4839.68,4.89
726,1,2,4846.5,4850.62,4.12
727,1,3,4859.27,4865.81,6.54
728,1,3,4871.12,4876.56,5.44
729,1,3,4878.49,4885.18,6.69
730,1,5,4899.33,4906.79,7.46
731,2,3,4911.37,4918.96,7.59
732,1,3,4911.37,4918.5,7.13
733,2,3,4913.93,4921.75,7.82
734,2,2,4930.69,4934.87,4.18
735,1,2,4930.69,4937.68,6.99
736,1,1,4932.77,4939.09,6.32
737,1,2,4939.34,4945.06,5.72
738,1,1,4949.46,4957.71,8.25
739,1,2,4963.8,4972.49,8.69
740,2,2,4964.43,4967.93,3.5
741,2,1,4986.79,4992.07,5.28
742,2,3,4989.77,4994.76,4.99
743,1,3,4991.15,4994.76,3.61
744,1,2,4995.22,5000.87,5.65
745,1,2,5019.63,5024.47,4.84
746,1,2,5030.98,5034.94,3.96
747,1,2,5041.21,5046.88,5.67
748,1,3,5051.55,5057.81,6.26
749,1,2,5076.74,5082.53,5.79
750,1,1,5085.79,5092.87,7.08
751,1,5,5094.97,5109.67,14.7
752,2,3,5095.37,5101.6,6.23
753,1,3,5098.48,5104.21,5.73
754,1,2,5101.6,5106.05,4.45
755,1,2,5105.36,5114.73,9.37
756,1,2,5111.58,5117.55,5.97
757,2,1,5121.25,5125.25,4
758,1,3,5125.22,5129.77,4.55
759,2,3,5126.61,5132.08,5.47
760,2,2,5128.02,5133.02,5
761,1,3,5131.38,5135.38,4
762,1,2,5171.77,5179.31,7.54
763,1,1,5174.37,5181.12,6.75
764,1,2,5176.84,5183.2,6.36
765,2,2,5180.53,5185.42,4.89
766,1,3,5183.38,5191.79,8.41
767,2,1,5183.9,5189.12,5.22
768,1,5,5204.69,5219.49,14.8
769,1,1,5217.41,5221.69,4.28
770,1,3,5222.38,5226.4,4.02
771,2,2,5231.11,5234.94,3.83
772,1,2,5238.46,5243.47,5.01
773,1,2,5252.01,5257.89,5.88
774,1,3,5253.82,5259.58,5.76
775,1,5,5256.89,5271.39,14.5
776,1,3,5269.69,5275.74,6.05
777,1,3,5269.99,5277.11,7.12
778,1,2,5274.89,5280.72,5.83
779,1,3,5280.14,5285.53,5.39
780,2,2,5286.5,5292.08,5.58
781,1,3,5293.09,5302.46,9.37
782,1,3,5295.76,5303.46,7.7
783,1,3,5295.99,5306.95,10.96
784,1,4,5306.84,5312.44,5.6
785,1,1,5309.37,5313.41,4.04
786,1,3,5313.84,5318.27,4.43
787,1,3,5327.78,5332.95,5.17
788,1,3,5328.39,5332.71,4.32
789,1,1,5329.98,5339.23,9.25
790,1,2,5331.74,5338.81,7.07
791,1,3,5345.77,5353.15,7.38
792,1,3,5353.15,5358.9,5.75
793,1,3,5354.25,5358.6,4.35
794,1,3,5362.38,5366.28,3.9
795,1,5,5362.58,5373.75,11.17
796,1,2,5363.78,5370.76,6.98
797,1,2,5363.98,5376.58,12.6
798,1,3,5368.14,5372.36,4.22
799,1,2,5373.5,5378.47,4.97
800,1,3,5375.43,5379.07,3.64
801,1,3,5385.9,5391.27,5.37
802,1,2,5403.19,5408.87,5.68
803,1,3,5404.59,5411.17,6.58
804,2,3,5410.62,5418.08,7.46
805,2,1,5412.19,5419.31,7.12
806,2,7,5416.4,5429.8,13.4
807,1,2,5419.31,5425.11,5.8
808,1,5,5435.1,5449.4,14.3
809,2,3,5460.03,5464.77,4.74
810,2,2,5460.73,5466.63,5.9
811,1,6,5462.33,5473.55,11.22
812,1,2,5474.7,5481.87,7.17
813,1,3,5483.86,5489.06,5.2
814,1,6,5484.27,5492.06,7.79
815,1,2,5496.86,5505.83,8.97
816,1,2,5497.96,5506.93,8.97
817,1,2,5501.01,5508.53,7.52
818,1,2,5505.01,5510.19,5.18
819,1,2,5517.99,5523.61,5.62
820,2,1,5521.39,5527.29,5.9
821,1,3,5526.23,5532.07,5.84
822,2,3,5528.35,5533.79,5.44
823,1,3,5548.3,5553.98,5.68
824,2,2,5558.53,5563.78,5.25
825,2,3,5580.22,5586.94,6.72
826,2,1,5581.89,5586.94,5.05
827,2,3,5582.45,5587.94,5.49
828,2,3,5583.09,5588.53,5.44
829,2,1,5584.89,5589.39,4.5
830,2,2,5585.27,5590.59,5.32
831,1,2,5590.31,5595.19,4.88
832,1,2,5614.59,5618.12,3.53
833,1,2,5615.01,5622.31,7.3
834,2,2,5619.58,5625.5,5.92
835,1,2,5629.12,5633.72,4.6
836,1,3,5637.17,5645.43,8.26
837,1,1,5637.65,5643.28,5.63
838,1,3,5659.98,5664.78,4.8
839,1,3,5661.28,5667.38,6.1
840,2,2,5664.8,5669.69,4.89
841,2,1,5674.73,5679.41,4.68
842,1,2,5674.93,5680.6,5.67
843,1,3,5697.08,5701.51,4.43
844,1,2,5711.68,5717.54,5.86
845,1,3,5715.27,5721.92,6.65
846,1,1,5718.36,5723.73,5.37
847,1,3,5719.41,5724.81,5.4
848,1,3,5720.5,5726.02,5.52
849,1,6,5722.06,5728.72,6.66
850,2,3,5723.16,5729.44,6.28
851,1,5,5723.16,5736.84,13.68
852,1,3,5726.02,5730,3.98
853,1,2,5740.18,5751.64,11.46
854,1,3,5741.45,5745.59,4.14
855,1,3,5743.45,5749.88,6.43
856,1,2,5758.34,5764.47,6.13
857,2,7,5759.96,5770.12,10.16
858,1,3,5809.56,5815.12,5.56
859,1,2,5811.8,5822.59,10.79
860,2,7,5833.07,5843.38,10.31
861,2,2,5833.24,5836.89,3.65
862,2,2,5839.7,5843.87,4.17
863,2,1,5839.9,5846.32,6.42
864,1,3,5845.49,5850.67,5.18
865,1,2,5848.12,5853.02,4.9
866,1,2,5850.21,5855,4.79
867,1,1,5860.84,5867.24,6.4
868,1,2,5864.88,5871.45,6.57
869,2,2,5869.38,5874.14,4.76
870,2,6,5871.92,5880.81,8.89
871,1,3,5877.37,5882.17,4.8
872,2,1,5901.77,5905.37,3.6
873,2,2,5915.37,5919.58,4.21
874,2,1,5921.44,5925.97,4.53
875,2,1,5924.04,5929.54,5.5
876,1,1,5937.58,5941.62,4.04
877,1,2,5939.32,5944.52,5.2
878,1,1,5939.62,5945.82,6.2
879,1,1,5942.98,5947.92,4.94
880,1,3,5949.75,5956.78,7.03
881,1,2,5956.76,5961.37,4.61
882,1,2,5959.99,5969.38,9.39
883,2,2,5961.36,5967.45,6.09
884,1,2,5964.56,5972.58,8.02
885,1,1,5970.25,5982.6,12.35
886,1,3,5970.25,5978.43,8.18
887,2,4,5971.34,5975.98,4.64
888,1,7,5978.61,5993.31,14.7
889,1,3,5980.88,5987.51,6.63
890,1,2,5981.7,5991.27,9.57
891,1,3,5998.5,6003.51,5.01
892,1,1,6001.47,6007.24,5.77
893,2,2,6008.76,6014.5,5.74
894,1,1,6016.07,6021.24,5.17
895,1,1,6033.07,6038.9,5.83
896,1,1,6034.29,6039.23,4.94
897,2,2,6039.3,6043.59,4.29
898,2,1,6042.16,6046.12,3.96
899,1,1,6042.59,6047.73,5.14
900,2,2,6043.59,6049.53,5.94
901,2,2,6053.24,6059.32,6.08
902,1,2,6053.24,6058.52,5.28
903,1,1,6056.43,6062.2,5.77
904,1,2,6069.42,6076.2,6.78
905,2,3,6069.42,6076.57,7.15
906,2,3,6083.04,6089.12,6.08
907,1,1,6094.49,6098.71,4.22
908,1,2,6101.45,6107.77,6.32
909,2,3,6105.59,6111.22,5.63
910,1,3,6112.23,6118.64,6.41
911,1,3,6119.38,6126.85,7.47
912,1,6,6122.2,6131.13,8.93
913,2,2,6124.84,6128.48,3.64
914,1,3,6136.97,6143.42,6.45
915,1,1,6152.19,6158.36,6.17
916,1,2,6165.38,6172.05,6.67
917,1,2,6175.16,6179.36,4.2
918,1,2,6180.23,6184.36,4.13
919,1,2,6187.72,6192.76,5.04
920,1,1,6191.25,6195.82,4.57
921,1,3,6201.33,6205.32,3.99
922,1,2,6215.56,6221.73,6.17
923,1,2,6219.85,6225.52,5.67
924,1,2,6240.21,6244.71,4.5
925,1,3,6240.45,6246.1,5.65
926,1,3,6243.61,6247.78,4.17
927,1,2,6249.75,6255.68,5.93
928,1,3,6251.77,6256.71,4.94
929,2,3,6252.54,6258.23,5.69
930,1,3,6254.44,6261.84,7.4
931,1,1,6259.75,6264.78,5.03
932,1,2,6261.28,6266.31,5.03
933,1,3,6270.33,6274.73,4.4
934,1,3,6278.57,6284.36,5.79
935,1,3,6277.43,6285.32,7.89
936,1,2,6279.94,6283.93,3.99
937,1,2,6297.21,6301.09,3.88
938,1,1,6298.16,6302.77,4.61
939,1,1,6312.84,6317.16,4.32
940,2,2,6318.57,6323.68,5.11
941,1,3,6320.01,6325.61,5.6
942,2,3,6323.05,6327.78,4.73
943,1,3,6328.1,6333.08,4.98
944,1,2,6342.45,6347.33,4.88
945,1,1,6348.04,6355.1,7.06
946,1,2,6350.93,6356.74,5.81
947,1,2,6353.47,6358.36,4.89
948,1,2,6355.22,6359.77,4.55
949,1,2,6357.81,6362.63,4.82
950,1,3,6426.3,6431.59,5.29
951,2,1,6446.21,6450.61,4.4
952,1,2,6448.68,6454.52,5.84
953,1,2,6458.45,6462.7,4.25
954,2,3,6461.56,6467.58,6.02
955,2,3,6474.59,6480.62,6.03
956,1,1,6475.23,6482.52,7.29
957,1,3,6489.69,6494.47,4.78
958,2,7,6489.92,6501.02,11.1
959,1,1,6493.37,6502.02,8.65
960,2,5,6493.57,6502.92,9.35
961,1,1,6497.37,6502.16,4.79
962,1,2,6499.45,6504.34,4.89
963,1,2,6506.1,6510.71,4.61
964,1,2,6521.38,6526.37,4.99
965,1,3,6546.68,6550.43,3.75
966,2,1,6553.86,6559,5.14
967,1,3,6562.12,6567.3,5.18
968,1,3,6563.87,6569.46,5.59
969,2,1,6583.8,6587.81,4.01
970,1,3,6584.24,6592.43,8.19
971,2,2,6586.22,6589.85,3.63
972,1,2,6589.97,6595.02,5.05
973,1,3,6591.14,6594.88,3.74
974,1,3,6605.28,6609.46,4.18
975,1,1,6606.25,6611.31,5.06
976,1,6,6619.53,6626.12,6.59
977,1,2,6628.82,6635.35,6.53
978,1,1,6633.32,6639.83,6.51
979,1,3,6642.22,6646.88,4.66
980,1,3,6646.93,6651.14,4.21
981,1,3,6648.17,6652.85,4.68
982,1,3,6653.42,6657.97,4.55
983,1,3,6654.33,6658.8,4.47
984,2,2,6654.33,6660.26,5.93
985,1,3,6656.45,6660.75,4.3
986,1,3,6678.15,6683.42,5.27
987,1,1,6679.1,6684.58,5.48
988,2,2,6684.04,6688.31,4.27
989,2,2,6689.05,6692.91,3.86
990,2,2,6690.2,6694.28,4.08
991,1,6,6691.2,6696.26,5.06
992,1,2,6701.75,6707.73,5.98
993,1,3,6704.07,6710.19,6.12
994,1,3,6704.97,6711.93,6.96
995,2,2,6709.23,6713.65,4.42
996,1,2,6718.71,6725.77,7.06
997,2,2,6721.56,6726.67,5.11
998,1,3,6722.62,6728.18,5.56
999,1,5,6722.62,6736.62,13.9999999
1000,1,6,6728.18,6735.1,6.92
1001,1,2,6731.13,6737.2,6.07
1002,1,1,6734.53,6738.84,4.31
1003,1,3,6735.5,6740.02,4.52
1004,1,1,6744.58,6749.72,5.14
1005,1,3,6748.13,6753.88,5.75
1006,1,2,6748.89,6754.61,5.72
1007,1,3,6751.67,6755.54,3.87
1008,1,3,6751.97,6756.36,4.39
1009,1,1,6759.47,6764.29,4.82
1010,1,3,6781.29,6786.76,5.47
1011,1,1,6781.95,6788.57,6.62
1012,1,3,6794.05,6800.31,6.26
1013,1,3,6795.74,6802.34,6.6
1014,1,2,6809.16,6814.52,5.36
1015,1,3,6812.39,6818.29,5.9
1016,1,3,6824.49,6829.57,5.08
1017,2,3,6828.67,6832.79,4.12
1018,2,2,6843.79,6847.64,3.85
1019,1,3,6847.21,6853.25,6.04
1020,2,3,6850.03,6856.47,6.44
1021,1,2,6854.87,6859.12,4.25
1022,1,3,6857.13,6863.65,6.52
1023,1,3,6868.53,6873.09,4.56
1024,2,2,6876.73,6886.04,9.31
1025,1,3,6889.81,6895.38,5.57
1026,1,3,6890.89,6896.94,6.05
1027,1,1,6892.18,6897.34,5.16
1028,2,2,6894.2,6899.1,4.9
1029,2,2,6912.06,6916.43,4.37
1030,1,1,6918.4,6924.3,5.9
1031,1,2,6919.91,6925.11,5.2
1032,2,3,6921.36,6925.39,4.03
1033,1,3,6922.76,6927.32,4.56
1034,2,3,6930.25,6936.16,5.91
1035,1,2,6950.37,6955.09,4.72
1036,1,3,6951.67,6955.39,3.72
1037,1,2,6954.1,6960.36,6.26
1038,1,5,6956.94,6966.9,9.96
1039,1,2,6974.62,6979.54,4.92
1040,2,2,6977.08,6981.28,4.2
1041,1,3,6979.97,6985.91,5.94
1042,1,2,6984.31,6991.53,7.22
1043,1,2,6986.81,6993.03,6.22
1044,1,2,6988.29,6991.53,3.24
1045,1,3,6997.73,7003.53,5.8
1046,1,3,6998.53,7002.76,4.23
1047,2,2,6998.04,7002.76,4.72
1048,1,3,7004.46,7013.17,8.71
1049,1,3,7008.36,7014.28,5.92
1050,1,2,7012.64,7018.46,5.82
1051,1,2,7015.13,7019.21,4.08
1052,1,1,7016.25,7021.76,5.51
1053,1,1,7021.76,7032.62,10.86
1054,1,1,7026.47,7035.38,8.91
1055,1,2,7030.2,7036.92,6.72
1056,1,1,7042.29,7049.99,7.7
1057,1,2,7044.96,7048.66,3.7
1058,1,3,7045.9,7051.36,5.46
1059,1,2,7047.28,7052.61,5.33
1060,2,2,7054.08,7059,4.92
1061,2,2,7054.85,7059.92,5.07
1062,2,6,7079,7084,5
1063,1,3,7083.02,7091.97,8.95
1064,1,2,7086.72,7092.03,5.31
1065,1,2,7094.47,7100.12,5.65
1066,1,2,7096.49,7102.07,5.58
1067,1,1,7098.77,7104.73,5.96
1068,1,3,7104.32,7109.57,5.25
1069,1,2,7114.27,7119.8,5.53
1070,1,2,7116.41,7121.6,5.19
1071,1,5,7117.78,7131.23,13.45
1072,1,2,7152.14,7158.97,6.83
1073,1,2,7154.46,7161.01,6.55
1074,2,3,7154.86,7162.87,8.01
1075,1,2,7157.11,7162.34,5.23
1076,2,3,7166.59,7176.87,10.28
1077,1,1,7172.64,7177.9,5.26
1078,1,2,7178.8,7184.72,5.92
1079,1,1,7180.35,7186.39,6.04
1080,1,1,7182.1,7187.48,5.38
1081,1,2,7186.59,7192.27,5.68
1082,1,3,7188.05,7195.05,7
1083,1,3,7189.5,7195.35,5.85
1084,2,2,7190.56,7195.77,5.21
1085,2,4,7192.66,7199.45,6.79
1086,1,3,7194.5,7199.45,4.95
1087,2,3,7195.7,7202.48,6.78
1088,1,7,7202.48,7207.68,5.2
1089,1,1,7207.68,7212.2,4.52
1090,1,1,7214.32,7219.4,5.08
1091,1,1,7217.72,7223.08,5.36
1092,1,2,7222.76,7226.76,4
1093,1,2,7228.92,7232.96,4.04
1094,1,6,7229.2,7235.8,6.6
1095,1,1,7233.04,7240.04,7
1096,2,2,7235.2,7241.6,6.4
1097,2,2,7237,7244.32,7.32
1098,2,1,7238.56,7244.88,6.32
1099,2,4,7239.6,7246.52,6.92
1100,1,1,7233,7240.12,7.12
1101,1,3,7236.8,7243.92,7.12
1102,1,1,7237.52,7244.64,7.12
1103,1,1,7239.56,7246.32,6.76
1104,2,3,7242.24,7248,5.76
1105,2,3,7243.8,7250.16,6.36
1106,2,3,7245.16,7253.04,7.88
1107,2,3,7248.76,7255.44,6.68
1108,1,6,7246.8,7251.88,5.08
1109,1,2,7253.6,7259.56,5.96
1110,2,1,7261.28,7266.48,5.2
1111,1,1,7259.4,7267.08,7.68
1112,1,1,7280.88,7286,5.12
1113,1,1,7283.64,7288.68,5.04
1114,1,1,7286.96,7291.6,4.64
1115,1,1,7297.2,7301.44,4.24
1116,1,1,7297.32,7301.44,4.12
1117,1,4,7298.28,7304.88,6.6
1118,1,3,7299.6,7305.56,5.96
1119,1,1,7313.68,7320.44,6.76
1120,1,3,7315.32,7322,6.68
1121,1,1,7314.48,7323.56,9.08
1122,1,3,7316.56,7325.96,9.4
1123,1,1,7327.8,7332.44,4.64
1124,1,2,7329.52,7335.52,6
1125,2,1,7328,7332.96,4.96
1126,1,1,7340.04,7344.24,4.2
1127,1,3,7349.92,7355.28,5.36
1128,1,3,7352.88,7360.56,7.68
1129,1,1,7374,7379.28,5.28
1130,1,3,7384.28,7390.96,6.68
1131,1,3,7389.04,7394.72,5.68
1132,1,2,7394.28,7399.76,5.48
1133,1,1,7450.36,7454.76,4.4
1134,1,2,7463.32,7469.64,6.32
1135,1,1,7466.56,7472.44,5.88
1136,1,1,7468.2,7472.44,4.24
1137,1,3,7467.12,7471.52,4.4
1138,1,1,7468.64,7473.76,5.12
1139,1,1,7470.12,7475.12,5
1140,2,1,7471.12,7478.36,7.24
1141,1,1,7473.72,7480.56,6.84
1142,2,1,7473.84,7480.56,6.72
1143,2,6,7475.96,7483.08,7.12
1144,2,3,7483.2,7489.48,6.28
1145,1,1,7481.6,7487.88,6.28
1146,1,3,7484.56,7490.52,5.96
1147,1,1,7509.68,7517.08,7.4
1148,2,2,7511.16,7516.2,5.04
1149,1,3,7515.84,7524,8.16
1150,2,3,7533.2,7539.16,5.96
1151,1,1,7545.88,7552.64,6.76
1152,1,2,7547.72,7554.2,6.48
1153,2,2,7559.48,7566.76,7.28
1154,1,2,7559,7564.52,5.52
1155,1,2,7561.4,7568.28,6.88
1156,1,2,7562.96,7568.32,5.36
1157,1,1,7563.04,7569.28,6.24
1158,1,1,7566.28,7571.72,5.44
1159,1,1,7572.72,7577.24,4.52
1160,1,1,7575.36,7580.2,4.84
1161,1,1,7623.28,7627.56,4.28
1162,1,1,7625.56,7631.6,6.04
1163,1,1,7629.12,7633.44,4.32
1164,2,1,7633.32,7637.24,3.92
1165,2,1,7635,7639.28,4.28
1166,2,1,7636.36,7641.08,4.72
1167,1,3,7650.72,7657,6.28
1168,1,1,7657.96,7662.88,4.92
1169,1,2,7667.6,7672.68,5.08
1170,1,1,7671.64,7681.32,9.68
1171,1,2,7675.72,7680.36,4.64
1172,1,1,7678.36,7684,5.64
1173,1,1,7692.56,7695.96,3.4
1174,1,2,7692.84,7696.84,4
1175,1,3,7697.04,7703.08,6.04
1176,1,3,7721.4,7728.12,6.72
1177,2,2,7730.68,7734.44,3.76
1178,1,3,7738.08,7743.64,5.56
1179,2,3,7738.76,7744.72,5.96
1180,1,1,7743.76,7748.16,4.4
1181,1,3,7744.24,7749.68,5.44
1182,1,1,7750.68,7759,8.32
1183,2,5,7748.44,7751.92,3.48
1184,1,1,7750.84,7755.6,4.76
1185,1,3,7746.48,7751.92,5.44
1186,1,3,7746.88,7753.12,6.24
1187,1,1,7761.84,7767.04,5.2
1188,1,3,7760.88,7770.36,9.48
1189,2,3,7765.68,7771.48,5.8
1190,1,1,7771.48,7779.2,7.72
1191,1,4,7772.44,7778.44,6
1192,1,1,7773.76,7779.68,5.92
1193,1,2,7777.44,7782.64,5.2
1194,1,3,7778.32,7782.76,4.44
1195,2,1,7786.56,7791.72,5.16
1196,1,1,7787.4,7794.12,6.72
1197,2,1,7788.32,7794.08,5.76
1198,1,2,7788.48,7795.4,6.92
1199,2,3,7790.88,7797.96,7.08
1200,2,3,7791.76,7797.44,5.68
1201,2,3,7792.92,7798.32,5.4
1202,2,1,7794.88,7800.36,5.48
1203,1,1,7806.04,7814.28,8.24
1204,1,3,7810.64,7816.48,5.84
1205,1,3,7816.68,7823.84,7.16
1206,1,3,7819.28,7824.84,5.56
1207,1,1,7830.92,7836.6,5.68
1208,1,3,7837.6,7846.28,8.68
1209,1,2,7841.4,7848.04,6.64
1210,2,1,7842.6,7847.52,4.92
1211,2,1,7858,7862.2,4.2
1212,1,3,7863.36,7868.44,5.08
1213,1,4,7890.08,7895.2,5.12
1214,1,1,7893.24,7899.76,6.52
1215,2,1,7894.04,7899.12,5.08
1216,1,1,7897.28,7904.16,6.88
1217,1,1,7902.76,7907.44,4.68
1218,1,1,7915.96,7920.76,4.8
1219,1,1,7918.32,7923.04,4.72
1220,1,3,7919.72,7924.6,4.88
1221,1,1,7922.96,7937.3,14.34
1222,1,2,7947.92,7952.88,4.96
1223,1,2,7961.64,7967.36,5.72
1224,2,1,7965.88,7970.04,4.16
1225,2,7,7967.56,7977.08,9.52
1226,2,3,7971.4,7980.88,9.48
1227,1,4,7998.2,8003.96,5.76
1228,1,1,8000,8005.12,5.12
1229,2,2,8009.12,8014.36,5.24
1230,1,1,8009.16,8014.36,5.2
1231,2,2,8011.48,8016.44,4.96
1232,1,1,8010.4,8015.64,5.24
1233,1,1,8014.4,8019.4,5
1234,1,3,8019.16,8025.48,6.32
1235,1,1,8020.92,8026.24,5.32
1236,1,1,8028.84,8035,6.16
1237,2,3,8042.44,8049.16,6.72
1238,1,5,8046.04,8057.84,11.8
1239,1,3,8047.56,8053.96,6.4
1240,1,2,8048.92,8055,6.08
1241,1,1,8051.08,8056.92,5.84
1242,1,1,8047.92,8058.12,10.2
1243,1,3,8052.04,8061.08,9.04
1244,1,2,8060.56,8068.64,8.08
1245,1,1,8063.28,8070.36,7.08
1246,1,1,8065.4,8071.32,5.92
1247,1,1,8064.48,8072.56,8.08
1248,2,1,8071.2,8077.08,5.88
1249,1,1,8071.96,8076.8,4.84
1250,1,1,8079.08,8085.64,6.56
1251,1,3,8082.2,8089.32,7.12
1252,1,1,8084.28,8088.48,4.2
1253,2,1,8093.68,8097.16,3.48
1254,1,2,8100,8109.84,9.84
1255,1,1,8100,8107.44,7.44
1256,1,3,8102.84,8109.12,6.28
1257,1,1,8107.44,8112.6,5.16
1258,1,1,8110.32,8114.92,4.6
1259,1,3,8116.2,8123.04,6.84
1260,1,3,8120.76,8125.96,5.2
1261,1,3,8124.52,8130.64,6.12
1262,1,3,8147.64,8154.28,6.64
1263,1,2,8160.36,8169.56,9.2
1264,2,1,8184.84,8188.88,4.04
1265,2,3,8190.12,8195.6,5.48
1266,1,2,8191.68,8200.4,8.72
1267,1,1,8192.88,8201.8,8.92
1268,1,5,8221.16,8235.36,14.2
1269,2,2,8217.76,8222.96,5.2
1270,1,2,8223.16,8231.48,8.32
1271,1,1,8226.68,8232.48,5.8
1272,1,3,8231.28,8236.88,5.6
1273,1,3,8238.84,8245.08,6.24
1274,2,2,8245.52,8250.24,4.72
1275,2,3,8247.36,8252.32,4.96
1276,1,5,8247.52,8258,10.48
1277,1,1,8250.36,8257.4,7.04
1278,1,1,8250.48,8261.2,10.72
1279,1,1,8254.16,8262.96,8.8
1280,1,2,8255.4,8264.2,8.8
1281,1,3,8255.08,8265.04,9.96
1282,1,1,8263.12,8268.72,5.6
1283,1,1,8268.72,8277.84,9.12
1284,1,3,8271.84,8277.04,5.2
1285,1,2,8282.84,8289.32,6.48
1286,1,3,8284.2,8290.36,6.16
1287,1,3,8295.8,8301.92,6.12
1288,1,3,8297.96,8304.84,6.88
1289,1,3,8330.88,8336.12,5.24
1290,1,3,8333.16,8338.08,4.92
1291,1,3,8339.64,8344.92,5.28
1292,1,3,8342.24,8347.88,5.64
1293,1,3,8343.4,8349,5.6
1294,1,3,8356.32,8361.56,5.24
1295,1,1,8357.96,8367.76,9.8
1296,1,3,8373.36,8379.4,6.04
1297,2,1,8373.84,8377.72,3.88
1298,1,3,8374.64,8381.76,7.12
1299,1,1,8389.48,8394.72,5.24
1300,1,2,8409.6,8414,4.4
1301,2,7,8424.76,8431.2,6.44
1302,1,5,8428.92,8439.64,10.72
1303,1,1,8433.88,8443.44,9.56
1304,1,1,8434.8,8444.24,9.44
1305,1,5,8436.28,8446.36,10.08
1306,1,3,8438.6,8448.28,9.68
1307,1,3,8441.48,8449.12,7.64
1308,1,1,8447.4,8455.08,7.68
1309,1,3,8449.12,8456.44,7.32
1310,1,3,8451.2,8458.12,6.92
1311,1,3,8454,8461.12,7.12
1312,1,1,8470.48,8476.68,6.2
1313,1,3,8474.92,8481.68,6.76
1314,1,3,8481.88,8490.28,8.4
1315,1,1,8491.48,8496.64,5.16
1316,1,1,8507.48,8512.28,4.8
1317,1,1,8515.12,8520.36,5.24
1318,1,1,8523,8532.84,9.84
1319,1,1,8534.56,8542.32,7.76
1320,2,3,8553,8557.96,4.96
1321,2,3,8559.84,8565.2,5.36
1322,1,3,8556.44,8560.96,4.52
1323,1,1,8568.56,8574,5.44
1324,1,3,8584.56,8593.28,8.72
1325,1,3,8587.24,8595,7.76
1326,1,3,8588.32,8595.12,6.8
1327,2,7,8590.56,8600.96,10.4
1328,2,1,8593.52,8603.76,10.24
1329,2,1,8595.2,8605.68,10.48
1330,1,7,8593.24,8605.68,12.44
1331,1,3,8594.24,8606.2,11.96
1332,1,3,8598,8606.2,8.2
1333,1,3,8610.28,8620.04,9.76
1334,1,3,8613.36,8620.96,7.6
1335,1,2,8616.56,8623.2,6.64
1336,1,2,8622,8627.32,5.32
1337,1,3,8631.6,8637.12,5.52
1338,1,6,8635.28,8642.24,6.96
1339,1,4,8638.08,8642.92,4.84
1340,1,4,8643.12,8648.4,5.28
1341,1,4,8648.88,8654.64,5.76
1342,1,3,8651.36,8658.12,6.76
1343,1,3,8652.8,8660.64,7.84
1344,1,2,8654.64,8662,7.36
1345,1,1,8656.48,8663.6,7.12
1346,2,1,8664.68,8670.08,5.4
1347,1,1,8682.28,8691.72,9.44
1348,1,2,8693.76,8699.48,5.72
1349,1,3,8705.68,8713.2,7.52
1350,2,3,8710.8,8720.2,9.4
1351,2,3,8710.8,8720.68,9.88
1352,1,3,8716.16,8723.12,6.96
1353,1,3,8718,8726.6,8.6
1354,1,3,8727.92,8733.04,5.12
1355,1,4,8729.36,8734.96,5.6
1356,1,2,8734.44,8742.68,8.24
1357,1,5,8748.6,8761.83,13.23
1358,1,1,8748.28,8754.16,5.88
1359,1,1,8750.6,8758.04,7.44
1360,1,3,8749.64,8755.8,6.16
1361,1,1,8755.88,8760.68,4.8
1362,1,3,8760.24,8768.56,8.32
1363,1,3,8765.24,8772.44,7.2
1364,2,5,8789.72,8794.92,5.2
1365,2,1,8811.12,8816,4.88
1366,1,4,8815.12,8821.32,6.2
1367,1,4,8837.88,8844.4,6.52
1368,1,1,8839.92,8846.04,6.12
1369,1,4,8841.6,8848,6.4
1370,2,2,8865.6,8870.64,5.04
1371,1,1,8866.88,8874.12,7.24
1372,1,3,8868.84,8875.4,6.56
1373,1,1,8872.92,8879.68,6.76
1374,1,1,8882,8888.2,6.2
1375,2,3,8888.48,8895.28,6.8
1376,2,1,8889.24,8894.72,5.48
1377,2,2,8892.92,8898.8,5.88
1378,1,1,8898.44,8904.56,6.12
1379,1,2,8902.2,8909.72,7.52
1380,1,5,8912.44,8925.32,12.88
1381,1,1,8911.92,8917.92,6
1382,1,1,8912.68,8919,6.32
1383,1,3,8916.72,8925.76,9.04
1384,1,3,8932.2,8940.56,8.36
1385,1,2,8939.6,8946.24,6.64
1386,1,3,8952.8,8960.8,8
1387,2,2,8963.32,8969.96,6.64
1388,1,6,8970.8,8984.7,13.9
1389,1,1,8992,8998.6,6.6
1390,1,1,9014.8,9020.48,5.68
1391,1,3,9021.36,9026.92,5.56
1392,1,2,9022.4,9028.24,5.84
1393,1,1,9031.68,9039.2,7.52
1394,1,2,9041.36,9046.76,5.4
1395,2,3,9047.64,9054,6.36
1396,1,7,9044.56,9059.43,14.87
1397,1,3,9056.76,9063.72,6.96
1398,1,3,9088.64,9095.48,6.84
1399,2,1,9096.92,9101.36,4.44
1400,1,1,9098.12,9106.36,8.24
1401,2,1,9107.56,9113.56,6
